Found 251 opportunities
Exchanges used: bitrue, kucoin, okx, gate, mexc

Opportunity(buy_exchange='gate', sell_exchange='mexc', symbol='VON/USDT', buy_price=2.519e-05, sell_price=342.02763, profit_pct=1357791206.073839, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='ASTRA/USDT', buy_price=0.0017285267999999996, sell_price=0.0017685, profit_pct=2.312558879619368, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='TGT/USDT', buy_price=0.00303, sell_price=0.0031, profit_pct=2.3102310231023018, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='okx', symbol='PEPE/USDC', buy_price=9.113103999999998e-06, sell_price=9.319e-06, profit_pct=2.259339957055265, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='okx', sell_exchange='bitrue', symbol='ORBS/USDT', buy_price=0.01565, sell_price=0.016, profit_pct=2.236421725239614, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='bitrue', symbol='ORBS/USDT', buy_price=0.01565, sell_price=0.016, profit_pct=2.236421725239614, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='ALEX/USDT', buy_price=0.0048, sell_price=0.00490509, profit_pct=2.1893750000000085, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='okx', symbol='PEPE/USDC', buy_price=9.12e-06, sell_price=9.319e-06, profit_pct=2.182017543859641, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='kucoin', symbol='FLOKI/USDC', buy_price=7.918e-05, sell_price=8.09e-05, profit_pct=2.1722657236675977, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='ALEX/USDT', buy_price=0.0048, sell_price=0.004904, profit_pct=2.1666666666666834, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='FREEDOG/USDT', buy_price=0.0001076, sell_price=0.00010989000000000002, profit_pct=2.1282527881041085, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='okx', symbol='PEPE/USDC', buy_price=9.128e-06, sell_price=9.319e-06, profit_pct=2.0924627519719583, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='LUCE/USDT', buy_price=0.00201, sell_price=0.002051946, profit_pct=2.0868656716417777, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='FLOKI/USDC', buy_price=7.925e-05, sell_price=8.09e-05, profit_pct=2.0820189274447944, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='TREAT/USDT', buy_price=0.00106, sell_price=0.001082, profit_pct=2.0754716981132173, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='D/USDT', buy_price=0.029259229999999997, sell_price=0.02986, profit_pct=2.053266610228649, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='STND/USDT', buy_price=0.000986, sell_price=0.001006, profit_pct=2.0283975659229263, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='gate', symbol='LOBO/USDT', buy_price=0.00037, sell_price=0.0003775, profit_pct=2.0270270270270325, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='ARTFI/USDT', buy_price=0.003529, sell_price=0.003600396, profit_pct=2.02312269764806, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='kucoin', symbol='D/USDT', buy_price=0.02927, sell_price=0.02986, profit_pct=2.015715749914589, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='D/USDT', buy_price=0.02927, sell_price=0.02986, profit_pct=2.015715749914589, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='bitrue', symbol='SPA/USDT', buy_price=0.009338, sell_price=0.00952, profit_pct=1.9490254872563704, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='bitrue', symbol='VVAIFU/USDT', buy_price=0.0015405389999999998, sell_price=0.0015699999999999998, profit_pct=1.9123826141369964, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='ISP/USDT', buy_price=0.0002618, sell_price=0.0002668, profit_pct=1.9098548510313058, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='mexc', symbol='LOBO/USDT', buy_price=0.00037, sell_price=0.0003770226, profit_pct=1.8980000000000046, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='TREAT/USDT', buy_price=0.00106, sell_price=0.001079919, profit_pct=1.8791509433962235, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='CEEK/USDT', buy_price=0.00788, sell_price=0.008026965, profit_pct=1.865038071065998, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='mexc', symbol='ELP/USDT', buy_price=0.002418, sell_price=0.002461536, profit_pct=1.800496277915626, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='ZKL/USDT', buy_price=0.0142, sell_price=0.014455529999999998, profit_pct=1.7995070422534991, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='okx', sell_exchange='kucoin', symbol='ETH/BRL', buy_price=22011.8, sell_price=22392.24, profit_pct=1.7283457054852502, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='DOLO/USDT', buy_price=0.09977999999999998, sell_price=0.1015, profit_pct=1.7237923431549684, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='ELP/USDT', buy_price=0.00242, sell_price=0.002461536, profit_pct=1.7163636363636368, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='FRED/USDT', buy_price=0.002064, sell_price=0.002098899, profit_pct=1.6908430232558205, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='mexc', symbol='BLOCX/USDT', buy_price=0.006937, sell_price=0.007052940000000001, profit_pct=1.671327663255024, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='CEEK/USDT', buy_price=0.00788, sell_price=0.008001, profit_pct=1.5355329949238525, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='mexc', symbol='ZON/USDT', buy_price=0.013984999999999997, sell_price=0.014196789, profit_pct=1.5144011440829617, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='GORK/USDT', buy_price=0.011407395999999998, sell_price=0.01158, profit_pct=1.5130885260755529, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='mexc', symbol='HIFI/USDT', buy_price=0.10219999999999999, sell_price=0.10372617, profit_pct=1.4933170254403338, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='FRED/USDT', buy_price=0.002064, sell_price=0.002094, profit_pct=1.4534883720930272, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='WIF/USDC', buy_price=0.7041, sell_price=0.7142, profit_pct=1.4344553330492826, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='ETH/BRL', buy_price=22079.13708, sell_price=22392.24, profit_pct=1.4180940082283378, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='MLK/USDT', buy_price=0.126126, sell_price=0.1279, profit_pct=1.4065299779585698, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='RCADE/USDT', buy_price=0.0003653, sell_price=0.00037, profit_pct=1.286613742129758, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='WIF/USDC', buy_price=0.7053046, sell_price=0.7142, profit_pct=1.2612139492639065, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='WLTH/USDT', buy_price=0.0061, sell_price=0.00617382, profit_pct=1.2101639344262232, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='FOMO/USDT', buy_price=1.18e-05, sell_price=1.194e-05, profit_pct=1.1864406779660903, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='CERE/USDT', buy_price=0.0007886878999999999, sell_price=0.000798, profit_pct=1.180707856681974, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='A/BTC', buy_price=3.4594559999999997e-06, sell_price=3.5e-06, profit_pct=1.171976171976179, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='OSMO/USDT', buy_price=0.1338337, sell_price=0.1354, profit_pct=1.1703330327114865, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='kucoin', symbol='WIF/USDC', buy_price=0.706, sell_price=0.7142, profit_pct=1.161473087818695, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='okx', sell_exchange='kucoin', symbol='MEMEFI/USDT', buy_price=0.001305, sell_price=0.00132, profit_pct=1.1494252873563249, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='SGC/USDT', buy_price=0.0003344, sell_price=0.000338, profit_pct=1.0765550239234387, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='okx', sell_exchange='kucoin', symbol='CLV/USDT', buy_price=0.0171, sell_price=0.01728, profit_pct=1.0526315789473661, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='okx', sell_exchange='kucoin', symbol='FOXY/USDT', buy_price=0.001785, sell_price=0.0018032, profit_pct=1.0196078431372615, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='kucoin', symbol='HIFI/USDT', buy_price=0.10219999999999999, sell_price=0.1032, profit_pct=0.9784735812133217, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='bitrue', symbol='GME/USDT', buy_price=0.0011003, sell_price=0.001111, profit_pct=0.9724620558029619, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='OMG/BTC', buy_price=1.324323e-06, sell_price=1.337e-06, profit_pct=0.9572438143866796, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='RCADE/USDT', buy_price=0.0003665662, sell_price=0.00037, profit_pct=0.9367475779272633, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='bitrue', symbol='GME/USDT', buy_price=0.0011008997999999999, sell_price=0.001111, profit_pct=0.9174495262875106, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='TPT/USDT', buy_price=0.017219201999999996, sell_price=0.017376, profit_pct=0.9105996898114277, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='UOS/USDT', buy_price=0.03112, sell_price=0.0314, profit_pct=0.8997429305912564, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='mexc', symbol='BEAM/USDT', buy_price=0.02407, sell_price=0.02428569, profit_pct=0.8960947237224659, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='TADA/USDT', buy_price=0.002488, sell_price=0.002509488, profit_pct=0.8636655948552905, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='MEMEFI/USDT', buy_price=0.0013087073999999998, sell_price=0.00132, profit_pct=0.8628819551261185, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='ZKWASM/USDT', buy_price=0.06551, sell_price=0.06604, profit_pct=0.8090367882766032, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='LUCE/USDT', buy_price=0.00201, sell_price=0.002026, profit_pct=0.7960199004975101, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='okx', symbol='ELF/USDT', buy_price=0.1707706, sell_price=0.1721, profit_pct=0.7784712356810882, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='MLK/USDT', buy_price=0.126126, sell_price=0.1271, profit_pct=0.7722436293864887, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='NGL/USDT', buy_price=0.00821, sell_price=0.008273, profit_pct=0.7673568818514075, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='bitrue', symbol='DARK/USDT', buy_price=0.00134, sell_price=0.00135, profit_pct=0.7462686567164198, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='REDO/USDT', buy_price=0.0702, sell_price=0.0707, profit_pct=0.7122507122507129, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='NCN/USDT', buy_price=0.00018608589999999996, sell_price=0.0001874, profit_pct=0.7061792430270335, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='FOXY/USDT', buy_price=0.0017909999999999998, sell_price=0.0018032, profit_pct=0.6811836962590837, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='bitrue', symbol='DCB/USDT', buy_price=0.008297, sell_price=0.00835, profit_pct=0.6387851030492856, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='bitrue', symbol='FRED/USDT', buy_price=0.002064, sell_price=0.002077, profit_pct=0.6298449612403096, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='bitrue', symbol='XPR/USDT', buy_price=0.0056658, sell_price=0.0057, profit_pct=0.6036217303822912, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='okx', symbol='ETH/EUR', buy_price=3498.55, sell_price=3519.01, profit_pct=0.5848137085363947, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='kucoin', symbol='DPR/USDT', buy_price=0.0002098, sell_price=0.000211, profit_pct=0.5719733079122984, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='U/USDT', buy_price=0.010142132, sell_price=0.010199, profit_pct=0.5607105093879654, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='bitrue', symbol='XPR/USDT', buy_price=0.0056686, sell_price=0.0057, profit_pct=0.553928659633772, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='NATIX/USDT', buy_price=0.0006586579999999999, sell_price=0.0006623, profit_pct=0.5529424982312671, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='bitrue', symbol='XPR/USDT', buy_price=0.005670865199999999, sell_price=0.0057, profit_pct=0.513762873432457, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='mexc', symbol='TET/USDT', buy_price=0.7745, sell_price=0.7784208, profit_pct=0.5062362814719249, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='LIQUIDIUM/USDT', buy_price=0.15765749999999998, sell_price=0.1584, profit_pct=0.47095761381477885, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='BABYSHARK/USDT', buy_price=0.0028299270999999995, sell_price=0.002843, profit_pct=0.46195182907717186, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='okx', sell_exchange='bitrue', symbol='FLOKI/USDT', buy_price=7.902e-05, sell_price=7.937e-05, profit_pct=0.44292584155909254, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='okx', sell_exchange='mexc', symbol='DEP/USDT', buy_price=0.0015659, sell_price=0.0015728256000000001, profit_pct=0.4422760074078843, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='bitrue', symbol='FLOKI/USDT', buy_price=7.903e-05, sell_price=7.937e-05, profit_pct=0.43021637352903985, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='MAGATRUMP/USDT', buy_price=0.1186185, sell_price=0.1191, profit_pct=0.40592319073331384, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='kucoin', symbol='AZERO/USDT', buy_price=0.02256, sell_price=0.02265, profit_pct=0.39893617021276506, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='kucoin', symbol='GAS/BTC', buy_price=2.5600000000000002e-05, sell_price=2.57e-05, profit_pct=0.3906249999999962, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='kucoin', symbol='WAVES/USDT', buy_price=0.947, sell_price=0.9506, profit_pct=0.3801478352692764, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='mexc', symbol='DEP/USDT', buy_price=0.0015668999999999998, sell_price=0.0015728256000000001, profit_pct=0.378173463526732, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='bitrue', symbol='FLOKI/USDT', buy_price=7.907899999999999e-05, sell_price=7.937e-05, profit_pct=0.3679864439358125, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='mexc', symbol='SIX/USDT', buy_price=0.01951, sell_price=0.019580399999999998, profit_pct=0.3608405945668798, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='gate', symbol='STAGE/USDT', buy_price=4.27e-05, sell_price=4.285e-05, profit_pct=0.35128805620608167, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='bitrue', symbol='U/USDT', buy_price=0.010138127999999998, sell_price=0.01017, profit_pct=0.3143775655624218, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='gate', symbol='WAVES/USDT', buy_price=0.947, sell_price=0.9498, profit_pct=0.29567053854276926, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='ETH/EUR', buy_price=3498.55, sell_price=3508.75773, profit_pct=0.29177030484056615, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='kucoin', symbol='U/USDT', buy_price=0.010138127999999998, sell_price=0.010167, profit_pct=0.2847863037436764, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='gate', symbol='FOXSY/USDT', buy_price=0.004488, sell_price=0.0045, profit_pct=0.2673796791443819, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='GRAIL/USDT', buy_price=256.49, sell_price=257.16258, profit_pct=0.2622246481344232, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='ZKWASM/USDT', buy_price=0.06551, sell_price=0.06566427, profit_pct=0.2354907647687346, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='bitrue', symbol='DCB/USDT', buy_price=0.008336327999999999, sell_price=0.00835, profit_pct=0.1640050631405222, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='gate', sell_exchange='mexc', symbol='FEG/USDT', buy_price=7.504e-05, sell_price=7.515476999999999e-05, profit_pct=0.1529450959488168, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='mexc', symbol='SUIP/USDT', buy_price=0.01198, sell_price=0.01199799, profit_pct=0.15016694490818627, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='mexc', sell_exchange='gate', symbol='ELF/USDT', buy_price=0.1707706, sell_price=0.171, profit_pct=0.13433225625489312, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='bitrue', symbol='SPA/USDT', buy_price=0.009509, sell_price=0.00952, profit_pct=0.11567988221685344, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='kucoin', sell_exchange='bitrue', symbol='FLOKI/USDT', buy_price=7.93e-05, sell_price=7.937e-05, profit_pct=0.08827238335433904, buy_withdraw=True, sell_deposit=True)
Opportunity(buy_exchange='bitrue', sell_exchange='gate', symbol='SOLO/USDT', buy_price=0.2745, sell_price=0.27473, profit_pct=0.08378870673950908, buy_withdraw=True, sell_deposit=True)
